emp_no,first_name,last_name,salary
276880,Ramalingam,Kobuchi,50294
277033,Paloma,Thorelli,50293
433251,Yuriy,Fiutem,50291
208358,Keung,Pokrovskii,50291
222111,Kazuhide,Honiden,50290
427664,Toshimo,Maccarone,50290
477912,Akeno,Danlos,50286
465873,Paddy,Ishibashi,50286
245112,Val,Naudin,50285
406611,Rafols,Vrecion,50283
91763,Abdulla,Gronowski,50283
255422,Xinan,Przulj,50283
65727,Matt,Ranst,50282
437178,Radhika,Suwa,50281
499548,Aloys,Bale,50281
31395,Jayesh,Wursthorn,50280
42181,Eldridge,Tiemann,50280
429417,Morris,Valette,50278
59277,Menkae,Mikschl,50276
47981,Barna,Peng,50274
15377,Shugo,Aumann,50274
39082,Ortrun,Encarnacion,50270
240779,Claudi,Morris,50270
264703,Temple,Genther,50268
425882,Akemi,DasSarma,50268
235239,Temple,Lundstrom,50267
14254,Chikara,Narahara,50266
415828,Vishv,Feldhoffer,50264
272837,Leaf,Thombley,50261
444595,Masako,Papadias,50261
436205,Rosita,Zielinski,50259
410706,Dhritiman,Dymetman,50258
488249,Macha,Ciolek,50257
109114,Kwangyoen,Azevdeo,50256
103583,Arno,Gulla,50256
59961,Hausi,Poulakidas,50256
413441,Fumiko,Koshiba,50256
213010,Magy,Lupu,50252
52356,Kazuhira,Swist,50250
27357,Tsvetan,Schmiedel,50247
210079,Junsik,Gustavson,50245
427918,Billie,Llado,50244
74425,Shakhar,Pero,50240
425337,Taiji,Kusakabe,50240
223413,Jingling,Gist,50239
276824,Zsolt,Setia,50238
457726,Jinpo,Lortz,50237
26957,Atreyi,Baca,50237
486316,Lijie,Lortz,50237
281416,Sadun,Kuzuoka,50234
274238,Geraldo,Kumaresan,50234
12070,Ger,Shokrollahi,50233
498917,Nathan,Papadias,50231
233464,Hsiangchu,Bach,50229
23278,Hein,Morrey,50229
85062,Vasilis,Luks,50228
487815,Khalil,Pollacia,50228
245503,Lakshmi,Narahara,50226
278828,Stabislas,Rosin,50224
441609,Martins,Swiss,50224
400967,Ziva,Driscoll,50221
444551,Ipke,Gien,50220
104254,Tuval,Lichtner,50220
439225,Chenye,Kuszyk,50220
470082,Goa,Kenevan,50219
434051,Steve,Legleitner,50218
482438,Nathan,Gulik,50218
206886,Radoslaw,Xiaoshan,50218
92980,Quingbo,Kakkad,50216
259536,Siamak,Verhoeff,50216
463286,Kwangho,Avouris,50215
487384,Heejo,Nourani,50213
417000,Baruch,Shokrollahi,50210
222470,Jaques,Velardi,50210
474690,Tristan,Rosin,50210
261135,Chriss,Noriega,50209
426396,Mrinalini,Bonifati,50208
71732,Arra,Highland,50205
225320,Leaf,Baalen,50205
51574,Manohar,Rouquie,50204
102597,Waiman,Vidal,50203
411766,Kinh,Peac,50201
400202,Gao,Peot,50197
448378,Kwangho,Plumb,50196
494627,Ramalingam,Schmittgen,50195
437596,Lakshmi,Assaf,50194
223382,Zito,Beilner,50193
415200,Valdiodio,Sewelson,50192
288617,Tsutomu,Beeson,50190
250080,Zhensheng,Nitsche,50189
461422,Tesuro,Schach,50188
428049,Souichi,Aumann,50186
481447,Baoqiu,Erez,50186
418702,Shih,Validov,50186
89038,Troy,Kambil,50185
404998,Bedrich,Cannard,50183
53868,Jixiang,Angelov,50182
53257,Rosalie,Baalen,50180
251621,Mitchel,Alameldin,50179
273563,Shaz,Ohori,50179
250225,Fuqing,Beerel,50176
30599,Divier,Bierman,50174
60115,Nathalie,Murillo,50174
414727,Rimli,Weisert,50171
258651,Oscar,Compeau,50171
278308,Sadun,Velasco,50171
272439,Luigi,Radwan,50170
476828,Garnik,Bernatsky,50168
65663,Rafael,Leppanen,50166
458957,Munenori,Szemeredi,50166
266579,Rosella,Ranai,50166
250039,Sumali,Maierhofer,50165
231922,Mohammad,Minakawa,50165
34348,Along,Klassen,50163
477017,Achilleas,Matteis,50163
467816,Vasiliy,Rohrbach,50162
79119,Navid,Maccarone,50158
453268,Debaprosad,Michaeli,50158
248303,Subir,Hambrick,50157
413297,Bernt,Schade,50156
70956,Almudena,Genther,50155
428969,Gil,Raoux,50154
17327,Yongmin,Gihr,50152
241320,Sreekrishna,Rosch,50151
427658,Uriel,Foong,50147
279436,Fun,Setiz,50146
420825,Kazuhiro,Gischer,50144
201331,Aleksandar,Mamelak,50143
47912,Shounak,Ebeling,50143
233429,Marjo,Kranzdorf,50139
265021,Demos,Escriba,50139
76895,Souichi,Meriste,50137
18016,Somnath,Kaminger,50136
246149,Guangming,Fargier,50136
210821,Jayesh,Piancastelli,50133
432318,Khedija,Krohm,50133
419135,Odysseas,Swen,50131
434832,Vojin,Mitzlaff,50128
456712,Leah,Underwood,50127
238498,Heon,Macedo,50126
432116,Henk,Besselaar,50125
445366,Raimond,Panienski,50121
210281,Slavian,Poupard,50119
91820,Arunachalam,Hofman,50117
257597,Munir,Lueh,50117
269950,Huei,Irland,50116
465238,Gian,Selvestrel,50114
448598,Xudong,Morrin,50113
433687,Conrado,Giveon,50112
425775,Jahangir,Bridgland,50109
27780,Siamak,Simkin,50109
261073,Carrsten,Wilfing,50109
492643,Renny,Homond,50109
443847,Leucio,Ligten,50107
107962,Jiang,Ruemmler,50106
99221,Masamitsu,Fiebach,50104
103625,Ottavia,Kambil,50104
440279,Gretta,Merlo,50103
472705,Chaoyi,Gimarc,50102
39405,Toong,Millington,50102
202903,Along,Salverda,50101
41519,Domenick,Garigliano,50101
259880,Shuji,Bolsens,50097
71471,Bernice,Peak,50095
480242,King,Lorys,50095
260092,Aruna,Detkin,50094
10494,Yakkov,Servieres,50094
295336,Zongyan,Moffat,50093
286402,Giordano,Uehara,50093
252329,Panayotis,Horswill,50089
204014,Mack,Parveen,50089
498748,Doowon,Ananiadou,50089
92829,Nechama,Kalefeld,50087
260527,Katsuyuki,Lindqvist,50086
250117,Minghong,Mahnke,50086
200794,Maia,Silva,50084
433193,Badri,Shihab,50084
95431,Anyuan,Braunmuhl,50083
286177,Lihong,Kumaresan,50082
37006,Steve,Staelin,50081
230465,Sajjan,Coullard,50080
487703,Khedija,Sewelson,50080
296539,Oscal,Hettesheimer,50078
234282,Sasan,Rosis,50076
106942,Eckart,Klassen,50073
55073,Yahiko,Swiler,50072
463075,Eben,Kisuki,50071
496215,Lunjin,Erde,50071
452666,Danai,Percebois,50070
74897,Ayonca,Danlos,50069
57807,Xiadong,Ferriere,50069
54443,Gro,Grabner,50068
66120,Nobuyoshi,Pusterhofer,50066
27332,Charmane,Merey,50065
484728,Mokhtar,Rosaz,50063
226032,Sadegh,Vernadat,50063
297762,Nevin,Thimonier,50061
245080,Mari,Herber,50059
83584,Bojan,Weiland,50059
82815,Alper,Ranum,50058
214765,Jongsuk,Keustermans,50057
291451,Dietrich,Heydon,50056
42828,Val,Fiutem,50054
10751,Jordanka,Ushiama,50052
414644,Janalee,Passino,50052
464258,Manu,Heijenga,50047
18376,Wayne,Stranks,50047
37606,Kwun,Gecsei,50046
293002,Basim,Antonisse,50044
445742,Ayonca,Teitelbaum,50041
64855,Elrique,Hiltgen,50041
430147,Tran,Jayawardene,50040
298373,Tomokazu,Matzov,50040
261088,Zejun,Lichtman,50040
496045,Marco,Baik,50040
79488,Yolla,Shumilov,50039
250532,Masako,Zongker,50036
83284,Genta,Ghalwash,50036
425860,JoAnna,Bakhtari,50035
210554,Piyawadee,Beidas,50035
251536,Valery,Crooks,50034
230906,Qunsheng,Marchegay,50033
70419,Woody,Undy,50032
447774,Lucien,Waymire,50032
233388,Aluzio,Wendorf,50032
65611,Kwangho,Danecki,50031
81745,Fuqing,Veldwijk,50030
263147,Fumiya,Broomell,50029
291361,Radhia,Bashian,50029
101414,Xiaoheng,DasSarma,50029
282683,Danny,Biran,50029
256041,Yishay,Tomescu,50027
272085,Arie,Swen,50027
270087,Kinh,Ranum,50026
43783,Houman,Hmelo,50026
453161,Shuho,Mondadori,50025
229249,Debatosh,Sgarro,50025
57487,Yefim,Majewski,50024
98151,Janche,Skogmar,50024
412498,Otmar,Woycyznski,50023
455923,Salvador,Cesareni,50023
206262,Alejandro,Bugrara,50021
460716,Shridhar,Birjandi,50020
437419,Navid,Ishibashi,50019
454376,Fabrizio,Rosaz,50019
49940,Anyuan,Wallrath,50017
438835,Constantijn,Penz,50016
42928,Boutros,Magalhaes,50015
453887,DeForest,Hooghiemstra,50014
471664,Breannda,Bharadwaj,50014
30633,Arra,Ranta,50009
229949,Alois,Matzov,50008
213243,Shay,Marshall,50008
486067,Dhritiman,Lichtner,50008
95798,Berry,Stemann,50007
494813,Sachio,Marwedel,50007
83055,Kwun,Luon,50006
48080,Florina,Coorg,50005
448861,Odysseas,Noriega,50005
26356,Marin,Gubsky,50003
486262,Akeno,Genther,50001
229377,Herb,Slutz,50000
19841,Adil,Straney,49999
51791,Marjo,Kroft,49998
88353,Anneke,Ranka,49997
458712,Bingning,Miake,49997
432810,Sibyl,Fetvedt,49996
234291,Gen,Schaaf,49994
263967,Pranav,Farrag,49994
299384,Dipankar,Schiettecatte,49993
59237,Gen,Lundstrom,49993
12033,Visit,Serot,49992
404208,Mototsugu,Georgakopoulos,49992
104163,Yishay,Ambroszkiewicz,49990
271284,Jackson,Barvinok,49990
64802,Vasilii,Boyle,49987
421866,Larisa,Perin,49987
432436,Leni,Ozeri,49987
459462,Dzung,Lortz,49986
20751,Nitsan,Zyda,49983
30589,Chirstian,Reistad,49982
484985,Fei,Gide,49979
273981,Gunilla,Bratsberg,49977
59978,Mayumi,Usdin,49975
405232,Saniya,Nannarelli,49974
289462,Takahira,Hegner,49974
419513,Kerhong,Schoegge,49972
105935,Danai,Koshiba,49967
12663,Nobuyoshi,Stellhorn,49966
233527,Chenye,Woycyznski,49965
12759,LiMin,Kuszyk,49963
35589,Kyoichi,Trystram,49962
23269,Aamer,Szmurlo,49962
62298,Quingbo,Yetto,49961
205294,Udaiprakash,Lunn,49961
498830,Vasiliy,Cooke,49961
254013,Luise,Luff,49959
478876,Masaki,DasSarma,49958
227608,Christ,Stentiford,49958
33164,Marie,Levergood,49953
468185,Nakhoon,Pietracaprina,49952
21548,Maren,Gimbel,49951
239443,Teruyuki,Ouhyoung,49950
102778,Bernice,Mitchem,49949
413767,Yuuichi,Merlo,49949
480683,Jayesh,Wixon,49947
65506,Guozhong,Khalil,49945
108019,Mamdouh,Eickenmeyer,49942
36923,Parviz,Jeong,49941
287388,Zongyan,Mahnke,49941
207118,Lijia,Siochi,49940
400466,Aran,Syrotiuk,49940
26486,Taegyun,Simkin,49938
470590,Changho,Birsak,49937
254511,Moss,Velardi,49937
276944,Arlette,Picco,49936
233820,Charmane,Pettis,49934
236258,Goh,Shackell,49934
499907,Arnd,Garnham,49934
94680,Teruyuki,Baja,49933
236837,Mabhin,Qiwen,49932
56577,Shigeu,Laurillard,49932
484491,Atreye,Maierhofer,49931
95473,Roselyn,Wallrath,49930
72397,Shigeu,Einsfeld,49929
37791,Ebbe,Schaaf,49927
86068,Anneke,Harnett,49927
96902,Khalil,Ozeki,49927
109612,Ingemar,Gopalakrishnan,49925
56468,Zsolt,Haldar,49922
418254,Masamitsu,Beilner,49922
411950,Maris,Emmerich,49921
93381,Hercules,Streng,49921
42276,Emran,Brattka,49919
272720,Yuguang,Carrere,49915
106552,Abdulla,Schaap,49915
490696,Tomokazu,Grabner,49914
407964,Zdislav,Pelz,49913
416487,Marsja,Anick,49913
493893,Almudena,Ashish,49913
433094,Xinglin,Matzke,49912
234962,Greger,Fujisaki,49911
454550,Ravishankar,Zweizig,49910
414783,Yinlin,Matzel,49909
81376,Gunilla,Fabrizio,49909
65899,Anyuan,Ranta,49908
284184,Sahrah,Pero,49906
439108,Huiqun,Kawashima,49906
96169,Roselyn,Bharadwaj,49904
472426,Baocai,Markovitch,49903
87347,Kazuhiko,Katalagarianos,49902
31380,Sastry,Coullard,49902
444108,Ung,McClure,49901
234256,Sadok,Kaminger,49899
101192,Shugo,Poujol,49897
297882,Candida,Straney,49894
65056,Masako,Haldar,49893
234094,Sastry,Steinauer,49892
260410,Bojan,Delgrange,49892
77469,Constantino,Lanzelotte,49891
258041,Yuchang,Jeong,49890
229446,Kazuhiko,Gadepally,49889
443160,Paloma,Vuskovic,49888
71509,Ioana,Feinberg,49888
86459,Gritta,Etalle,49887
247967,Denny,Varker,49881
454344,Sasan,Binkley,49880
292598,Hiroyasu,Litecky,49879
232243,Manton,Encarnacion,49879
65978,Fay,Chaudhuri,49877
290901,Fumitaka,Thombley,49876
461181,Barton,Lunt,49876
45275,Arun,Swan,49876
21642,Shaz,Erman,49874
72700,Shahid,Pollock,49871
276359,Honesty,Soicher,49870
101530,Sushant,Debuse,49869
485009,Fei,Baer,49868
435078,Hatsukazu,Parfitt,49866
83169,Tsz,Buescher,49865
106447,Tadanori,Herber,49865
491382,Taegyun,Heping,49865
215172,Sukumar,Vigier,49864
445970,Chuanti,Polajnar,49864
64616,Hitomi,Zirintsis,49863
277153,Giap,Lindenbaum,49861
413266,Gonzalo,Baar,49859
94531,Kannan,Bahl,49858
45537,Ottavia,Wissmann,49858
247877,Amabile,Jarecki,49858
233834,Guiseppe,Mayerwieser,49856
269501,Udi,Delaune,49855
471400,Jixiang,Panangaden,49850
216389,Garnik,Naudin,49848
442909,Augustine,Schwabacher,49845
58034,Rasiah,Rahimi,49844
254863,Bluma,Calkin,49842
61192,Feiyu,Kamble,49841
466104,Valter,Junot,49841
245517,Keiichiro,Koshiba,49841
275964,Dines,Shrader,49840
416610,Almudena,Liedekerke,49839
24673,Kasturi,Gopalakrishnan,49838
288339,Godehard,Takanami,49838
419670,Otilia,Kuzuoka,49837
24177,Van,Aumann,49836
211925,Christophe,Rodiger,49833
265903,Abdelkader,Angelov,49831
63220,Subir,Swiler,49827
297621,Mohammed,Bugaenko,49827
262898,Susuma,Shihab,49826
17160,Shay,Montemayor,49824
222205,Ayonca,Validov,49821
250903,Remzi,Szemeredi,49821
13465,Sasan,Rehfuss,49821
482886,Gritta,Pavlopoulou,49818
66351,Shir,Bierbaum,49817
202923,Kien,Leaver,49816
469671,Conal,Garrabrants,49816
236906,Aluzio,Otillio,49816
222159,Hatem,Mattern,49815
273032,Jongsuk,Miyakawa,49815
421860,Masali,Cyre,49814
402772,Berthier,Cronau,49813
20651,Alexius,Vickson,49811
59723,Josyula,Gluchowski,49811
284178,Zejun,Lung,49810
440850,Utz,Langford,49807
443211,Frazer,Buescher,49805
283724,Phuoc,Suri,49805
490616,Taiji,Stifter,49803
402136,Hugh,Straney,49803
457184,Akemi,Makrucki,49802
421133,Francesca,Brizzi,49801
216418,Lech,Strehl,49800
69020,Udo,Masaki,49799
434807,Licheng,Karner,49799
59342,Babette,Colorni,49798
220731,Srinidhi,Vieth,49794
104644,Yuguang,Lieblein,49794
260281,Hidefumi,Lodder,49792
214560,Pradeep,Erez,49792
215829,Boaz,Jumpertz,49791
50522,Hongzhu,Babu,49791
215924,Bojan,Rotem,49791
250083,Zine,Matzel,49788
454274,Masali,Bamford,49785
471975,Otilia,Zschoche,49784
203377,Giordano,Lanteri,49783
252312,Gonzalo,Simmel,49783
483857,Maria,Rabejac,49782
19014,Jiafu,Danecki,49781
422152,Achilleas,Peek,49780
262736,Maris,Waschkowski,49779
82601,Munehiko,Nitto,49779
280038,Gunilla,Luks,49779
276632,Otmar,Menyhert,49776
28770,Abdelghani,Farris,49773
242834,Sanjoy,Tetzlaff,49772
81430,Jackson,Milicia,49769
290911,Dinah,Zolotykh,49768
283286,Clyde,Shackel,49768
273749,Youssef,Standera,49766
240514,Perla,Journel,49765
51493,Lene,Birsak,49761
264198,Richard,Siprelle,49761
269414,Izaskun,Khalil,49760
446727,Unal,Merks,49760
12940,Odinaldo,Farrar,49760
41514,Magy,Iisaku,49760
43013,Mechthild,Petersohn,49759
50348,Genevieve,Binkley,49758
226453,Saniya,Leonhardt,49755
440789,Izaskun,Roohalamini,49755
250272,Khalil,Birch,49754
419504,Abdelaziz,Masamoto,49754
258786,Huiqun,Birsak,49751
67366,Ayonca,Bratten,49750
226932,Gen,Bridgland,49749
13795,Mayuri,Gewali,49749
103427,Licheng,Dalton,49747
290423,Arco,Krohn,49747
420315,Ziyad,Zallocco,49746
284360,Kwun,Sommen,49745
23868,Trygve,Reistad,49745
273201,Feipei,Molenkamp,49745
282221,Soenke,Kriebel,49743
468021,Mandell,Meszaros,49741
217198,Luigi,Chinen,49741
202006,Gritta,Peac,49739
66486,Tonia,Ghelli,49737
42933,Zhiwei,Pleszkun,49736
453379,Aron,Beausoleil,49736
493008,Yagil,Lanphier,49735
92563,Kensyu,Ranze,49734
66296,Aloke,Iivonen,49732
435528,Stevo,Schach,49731
62285,Chinho,Plessier,49730
471418,Chinhyun,Ishibashi,49728
11207,Saeed,Gips,49728
298923,Shigehiro,Randt,49728
39134,Reinhard,Vidal,49727
293193,Karlis,Baez,49727
255715,Weicheng,Molberg,49726
32962,Girolamo,Orlowska,49726
405687,Katsuyuki,Gaughan,49725
432534,Eran,Zeilberger,49722
49353,Kristin,Lorys,49721
489823,Xiaoheng,Bugrara,49719
470681,Abdulah,Plump,49719
283830,Martina,Marwedel,49717
290069,Guenter,Yoshimura,49716
257882,Serap,Schoegge,49715
231683,Gil,Diderrich,49715
438872,Miquel,Boudaillier,49715
403411,Bingning,Kadhim,49715
465901,Magdalena,Facello,49714
62437,Manohar,Takkinen,49714
216132,Hironoby,Rodiger,49712
95867,Shakhar,Meszaros,49712
257099,Nevin,Swan,49711
490140,Dmitri,Pramanik,49709
90913,Xiahua,Levergood,49708
74171,Patricio,Kleiser,49708
241851,Domenico,Marzano,49707
421644,Manton,Jarecki,49707
242920,Tuval,Anandan,49707
265462,Mara,Guardalben,49706
224764,Utpal,Nastansky,49706
218128,Saeed,Bierbaum,49705
90458,Rimli,Kadhim,49704
408294,Khalil,Baek,49703
425181,Roselyn,Foote,49703
296581,Karoline,Kakkad,49703
61782,Guadalupe,Piancastelli,49702
250420,Danel,Conta,49702
426648,Masako,Vilarrasa,49700
228564,Mohammad,Yoshimura,49697
461219,Martina,Ushiama,49696
290631,Yoshinari,Vieri,49695
477194,Xianlong,Furedi,49694
486572,Tianruo,Tyugu,49693
486456,Elrique,Bernick,49693
22740,Koichi,Gelosh,49686
78755,Emran,Christianini,49686
82834,Kersti,Lieblein,49684
285161,Lihong,Sommer,49682
208726,Mary,Barinka,49680
480194,Izaskun,Seghrouchni,49679
216318,Guozhong,Maierhofer,49678
458700,Frazer,Cannard,49677
50957,Ipke,Ullian,49676
298835,True,Scallan,49675
296648,JiYoung,Papsdorf,49674
454201,Xumin,Sullins,49673
83856,Udi,Ernst,49670
258292,Bodo,Leivant,49669
69807,Olivera,Emmerich,49668
209860,Perla,Engberts,49666
209394,Tristan,Sundgren,49666
293583,Alejandro,Kaminger,49661
108997,Arch,Liesche,49656
278383,Syozo,Kavvadias,49655
484651,Mayumi,Nicolson,49655
495183,Dhritiman,Heping,49655
244705,Maha,Guerreiro,49654
76916,Yonghong,Morton,49653
266100,Maria,Ritcey,49653
212604,Hongzhu,McAffer,49653
483348,Christoph,Covnot,49651
244579,Sasan,Zhiwei,49651
242197,Marla,Hennings,49649
87200,Shridhar,Skafidas,49649
298653,Tru,Dulay,49646
421244,Ortrun,Ladret,49644
105810,Subhankar,Shihab,49644
489151,Percy,Hoogerwoord,49644
262611,Georgy,Nitsche,49642
230707,Tesuro,Verhoeff,49640
212697,Yongmao,Raney,49640
495711,Kiyomitsu,Muchinsky,49637
96201,Suvo,Guting,49635
237064,Shrikanth,Frezza,49635
443925,Franziska,Jenevein,49635
267249,Ziya,Range,49634
271942,Uta,Borstler,49633
468200,Munehiko,VanScheik,49630
35797,Emran,Hiroyama,49630
468497,Odinaldo,Rettelbach,49628
265874,Jixiang,Melter,49624
103223,Jongsuk,Papadias,49621
101949,Foong,Pettis,49621
209320,Candida,Piancastelli,49620
24224,Vasilis,Kinley,49619
498657,Ebbe,Hainaut,49619
51250,Leah,Alpay,49618
255433,Keiichiro,Bennet,49618
494479,Anoosh,Thibadeau,49617
440995,Henk,Menhoudj,49616
481547,Marin,Rajcani,49616
35919,Doowon,Jervis,49614
27801,Naraig,Danecki,49614
473212,Naraig,Mayerwieser,49613
42237,Percy,Jenevein,49612
484361,Ugo,Hempstead,49609
35138,Susuma,Boreale,49606
258132,Haldon,Speel,49605
452351,Vidya,Coors,49604
401448,Shunichi,Ranta,49600
52130,Kwangho,Besselaar,49600
299608,Sudharsan,Schapiro,49599
70090,Oldrich,Anandan,49598
412388,Garnet,Kavvadias,49594
34006,Perry,Cairo,49593
451088,Constantine,Vuskovic,49591
287665,Shalesh,Snyers,49591
497139,Wojceich,Krupka,49591
248008,Georgi,Wuwongse,49589
408034,Brendon,Brendel,49589
239528,Huican,Schwabacher,49588
67968,Christoper,Narahara,49587
229742,Aran,Lundstrom,49587
49130,Pohua,Bage,49586
416388,Gad,Leslie,49585
11607,Tomokazu,Foong,49584
445611,Chrisa,Murtafg,49583
298335,Guozhong,Ramsay,49582
411838,Laurentiu,Jeansoulin,49581
54933,Ashish,Dayana,49580
213275,Chenxi,Sankaranarayanan,49580
261960,Xinyu,Mahnke,49578
19406,Sakthirel,Lindenbaum,49576
273146,Arnd,Kaelbling,49576
248386,Yannik,Ernst,49574
55727,Dmitri,Hiyoshi,49572
482523,Adam,Plessier,49571
455533,Raimond,Shihab,49571
441668,Huiqun,Crelier,49571
434200,Georg,Beutelspacher,49570
89566,Yucai,Picci,49570
267012,Armond,Lodder,49569
88191,Monique,Sigstam,49564
245688,Mrinalini,Ambroszkiewicz,49561
443306,Mechthild,Sifakis,49559
296984,Billie,Harbusch,49557
499665,Keiichiro,Champarnaud,49557
495204,Arto,Yemenis,49557
276771,Tremaine,Moehrke,49556
17387,Shir,Serra,49554
220009,Billie,Kakkad,49553
424483,Dipankar,Zhiwei,49552
237445,Beshir,Furedi,49551
48521,Yurij,Tzvieli,49550
53157,Weiye,Birge,49549
489518,Alexius,Dulay,49548
45170,Irena,Rissanen,49547
274283,Takahira,Sherertz,49547
486249,Claudi,Flexer,49546
252169,Mori,Kobara,49544
92959,Trygve,Honiden,49541
203798,Nobuyoshi,Suomi,49539
64054,Kaijung,Ratnakar,49538
224317,Felicidad,Broomell,49535
477497,Ortrud,Pashtan,49535
268075,Jongsuk,Harllee,49534
403406,Monique,Hammerschmidt,49531
484020,Ayakannu,Oppitz,49530
292880,Kasidit,Schmezko,49528
109851,Heping,Spell,49527
91023,Volkmar,Nitsche,49520
235225,Aloke,Binding,49519
270052,Sanjay,Serna,49519
427966,Kazuhiro,Luft,49517
456915,Utpal,Larfeldt,49516
79382,Chiranjit,Iwayama,49514
434560,Gudjon,Petereit,49514
32737,Haldon,Vuskovic,49513
441168,Nikolaos,Kenevan,49512
256611,Godehard,Lally,49510
104094,Manohar,Emiris,49509
417785,Suebskul,Ranst,49509
492472,Youngkon,Peyn,49509
449293,Tua,Dehkordi,49507
98807,Aloys,Hanratty,49505
485066,Subir,Rabehasaina,49501
410061,Bouchung,Chinin,49501
297729,Shawna,Luce,49501
262340,Zengping,Deverell,49501
416647,Yuchang,Birch,49496
78542,Atilio,Matzat,49494
435623,Paraskevi,Demos,49493
281347,Lakshmi,Luby,49492
244877,Jinxi,Montemayor,49491
33137,Shietung,Ranon,49486
59020,Kazunori,Reeker,49486
433271,Freyja,Naumovich,49484
55713,Arie,Serdy,49481
479463,Aamod,Isard,49481
231811,Turgut,Lorcy,49481
91775,Kristian,Nishimukai,49481
439834,Moriyoshi,Ducloy,49479
269835,Rasikan,Massonet,49479
85504,Ghassan,Streit,49478
283079,Lubomir,Kitai,49474
270404,Gaurav,Minakawa,49472
468365,Chinho,Crooks,49470
201305,Byong,Khalid,49466
242846,Susanna,Raoux,49465
233431,Jingling,Flowers,49460
73539,Renee,Serot,49459
262530,Yuping,Bondorf,49458
50475,Paris,Hennebert,49456
48791,Kinh,Covnot,49456
476516,Almudena,Vasanthakumar,49451
214448,Gay,Baby,49449
403734,Oscal,Famili,49449
237803,Lihong,Baranowski,49449
42708,Hitomi,Petereit,49449
402116,Woody,Sudbeck,49448
224142,Zhiguo,McClure,49448
63542,Michaela,Hanratty,49445
49558,Marko,Rusterholz,49444
219079,Lobel,Gluchowski,49440
235371,Tzu,Merle,49435
452608,Aimee,Yeung,49434
425151,Gian,Schiper,49434
72140,Christ,Cronau,49434
71167,Sham,Gimbel,49432
421358,KayLiang,Litecky,49431
236192,Abdelkader,Whitcomb,49430
269662,Shih,Benantar,49429
73355,Kannan,Rotem,49429
39743,Leucio,Piazza,49429
424065,Elliott,Ghazalie,49428
32830,Oscar,Luke,49425
65466,Mona,Lagarias,49422
226616,Zine,Unno,49421
65793,Serenella,Cummings,49418
455266,Zita,Czaja,49416
427040,Alain,Asmuth,49416
77475,Chinho,Ouhyoung,49416
99585,Khoa,Kropp,49416
19120,Giri,Qiwen,49416
422063,Danny,Monkewich,49414
13233,Alselm,Chvatal,49414
202655,Marlo,Peng,49410
106836,Yurii,Ghemri,49410
104038,Kwun,Fujisaki,49409
48240,Mooi,Lamba,49408
491339,Jeong,Lanzelotte,49408
68966,Shuho,Carrera,49407
274971,Alper,Kitsuregawa,49406
217856,Toshimi,Gimarc,49405
291958,Anneli,Bernardinello,49403
432320,Luise,Bridgland,49403
32864,Anyuan,Stifter,49402
482144,Kensei,Shinomoto,49402
11461,Kish,Cronau,49398
269583,Mori,Mattern,49398
456367,Yishai,Kleiser,49395
428134,Sadok,McDermid,49394
467428,Kayoko,Conde,49392
436714,Gill,Lores,49390
260838,Mohammad,Auyong,49390
54470,Piyush,Bhattacharjee,49389
201135,Shaw,Jahnichen,49387
90471,Gao,Pelz,49386
67653,Mabo,Rathonyi,49386
403161,Jagoda,Zultner,49384
253827,Iara,Khasidashvili,49384
426817,Marlo,Deyuan,49380
30528,Ewing,Hiroyama,49378
423777,Tomofumi,Roccetti,49378
16969,Sanjit,Braccini,49377
212258,Nevin,Menhardt,49374
223103,Zeljko,Picaronny,49371
498521,Deborah,Perna,49371
290647,Mandell,Velardi,49369
266929,Gaetan,Tzvieli,49369
75052,Angus,Kroha,49369
431692,Houman,Lamparter,49368
461820,Lansing,Prenel,49366
290274,Nahid,Cooley,49365
476865,Vasilis,Imataki,49365
239642,Mara,Belinskaya,49364
247401,Sudharsan,Iivonen,49364
229571,Masanao,Pappas,49364
287250,Wayne,Aumann,49362
24533,Shigenori,Erman,49362
64862,Mototsugu,Dulli,49360
272098,Arno,Bashian,49358
482078,Ohad,Sanella,49357
215289,Eckart,Anger,49356
426511,Oddvar,Polupanov,49354
40597,Fumiyo,Limongiello,49354
32483,Gay,Tsukune,49352
297595,DAIDA,Murillo,49351
44111,Sugwoo,Streit,49351
221760,Marko,Ellozy,49351
483887,Serap,Billawala,49350
434602,Maja,Angel,49350
54574,Stabislas,Czaja,49349
64175,Arvin,Wendorf,49349
244804,Beshir,Serre,49348
241380,Josyula,Pezzoli,49345
275372,Xuejia,Danecki,49344
258924,Heekeun,Stiles,49342
54963,Toshiko,Bellmore,49338
421347,Erzsebet,Bahk,49338
109111,Dietrich,Veevers,49338
292820,Anneli,Staylopatis,49336
466743,Bogdan,Salvesen,49335
291222,Stafford,Mellouli,49334
450625,Conrado,Calkin,49334
476819,Jianhao,Pehl,49333
212425,Aiichiro,Leonhardt,49332
279519,Trygve,Neimat,49332
99860,Mitchel,Homond,49331
450496,Shuji,Rosti,49324
291464,Yifei,Openshaw,49323
444312,Baocai,Polajnar,49322
438455,Sachar,Speel,49322
23938,Nahum,Facello,49319
284617,Zhanqiu,Pell,49318
458820,Yuchang,Giaccio,49318
296267,Shawna,Seghrouchni,49316
24178,Jouko,Sherertz,49316
218691,Marsha,Simmen,49314
455980,Masali,Chaudhuri,49313
